PaperId,Title,Year,Abstract,DOI
52ee5c51-2e48-4dd2-ae27-13bbd776115d,Approximate MLSE Equalization of SOQPSK-TG in Aeronautical Telemetry,2019,"An approximate maximum likelihood sequence estimator (MLSE) equalizer for shaped offset QPSK, version TG (SOQPSK-TG) is derived based on the pulse amplitude modulation (PAM) approximation of SOQPSK-TG using the two principal PAM pulses. The resulting equalizer is a generalization of the equalizer based on the Ungerboeck observation model, where the generalization is to two parallel, cross-correlated symbol streams over parallel intersymbol interference channels. The bit error rate (BER) performance and computational complexity of the approximate MLSE equalizer operating over three example channels, motivated by multipath propagation in aeronautical telemetry and with increasing selectivity, are presented. The BER performance was evaluated using computer simulations and shown to be approximately 5-8 dB better than the best frequency-domain minimum mean-squared error (MMSE) equalizers published in the open literature. The computational complexity, measured by the number of real-valued multiplications, is comparable to that of the frequency-domain MMSE equalizers. © 1965-2011 IEEE.",10.1109/TAES.2018.2864807
ba4217e1-000f-48d4-9dc8-c2ef3d879e7e,Losartan attenuates progression of osteoarthritis in the synovial temporomandibular and knee joints of a chondrodysplasia mouse model through inhibition of TGF-β1 signaling pathway,2019,"Objective: Transforming growth factor beta 1 (TGF-β1) is implicated in osteoarthritis (OA). The purpose of this study was to explore the ability of Losartan to inhibit the inflammatory signaling pathway of TGF-β1 observed during osteoarthritic progression in the temporomandibular joint (TMJ) and knee joint using a genetic mouse model. Methods: A murine OA model displaying the heterozygous chondrodysplasia gene (cho/+), a col11a1 mutation, was used to test this hypothesis. Following a 7-month treatment period with Losartan, the synovial joints were analyzed for histopathological improvement comparing two experimental groups. Tissues were fixed in paraformaldehyde, processed to paraffin section, and stained with Safranin O and Fast Green to visualize proteoglycans and collagen proteins in cartilage. Using the Modified Mankin scoring system, the degree of staining and OA progression were evaluated. Results: Results show heterozygous animals receiving Losartan having diminished degeneration of TMJ condylar and knee joint articular cartilage. This was confirmed in the TMJ and knee by a statistically significant decrease in the Mankin histopathology score. Decreased expression of HtrA1, a key regulator to the TGF-β1 signaling pathway, was demonstrated in vitro as well as in vivo, via Losartan inhibition. Conclusion: Using a genetic mouse model of OA, this study demonstrated the utility of Losartan to improve treatment of human OA in the TMJ and knee joint through inhibition of the TGF-β1 signaling cascade. We further demonstrated inhibition of HtrA1, the lowering of Mankin scores to wild type control levels, and the limiting of OA progressive damage with treatment of Losartan. © 2019 Osteoarthritis Research Society International",10.1016/j.joca.2018.12.016
fc4c1916-ad6e-469e-8f15-1e2a98170a3f,Impact of pulse length on the accuracy of defect depth measurements in pulse thermography,2019,"Pulse thermography (PT) is a nondestructive testing method in which an energy pulse is applied to a surface while the surface temperature evolution is measured to detect sub surface defects and estimate their depth. This nondestructive test method was developed on the assumption of instantaneous surface heating, but recent work has shown that relatively long pulses can be used to accurately determine defect depth in polymers. This paper examines the impact of varying input pulse length on the accuracy of defect depth quantification as a function of the material properties. Simulations using both thermoplastics and metals show that measurement error is dependent on a nondimensionalized pulse length. The simulation results agree with experimental results for three-dimensional (3D) printed acrylonitrile butadiene styrene (ABS) and polylactic acid (PLA) components. Analysis and experiments show that defects can be accurately detected with minor modification to the standard methods as long as the pulse ends before the characteristic defect signal is detected. © 2019 by ASME.",10.1115/1.4042785
5fbca32f-8d65-4252-a7c3-7dc59590d81a,Predicting recrystallized grain size in friction stir processed 304L stainless steel,2019,"A major dilemma faced in the nuclear industry is repair of stainless steel reactor components that have been exposed to neutron irradiation. When conventional fusion welding is used for repair, intergranular cracks develop in the heat-affected zone (HAZ). Friction stir processing (FSP), which operates at much lower peak temperatures than fusion welding, was studied as a crack repair method for irradiated 304L stainless steel. A numerical simulation of the FSP process in 304L was developed to predict temperatures and recrystallized grain size in the stir zone. The model employed an Eulerian finite element approach, where flow stresses for a large range of strain rates and temperatures inherent in FSP were used as input. Temperature predictions in three locations near the stir zone were accurate to within 4%, while prediction of welding power was accurate to within 5% of experimental measurements. The predicted recrystallized grain sizes ranged from 7.6 to 10.6 μm, while the experimentally measured grains sizes in the same locations ranged from 6.0 to 7.6 μm. The maximum error in predicted recrystallized grain size was about 39%, but the associated stir zone hardness from the predicted grain sizes was only different from the experiment by about 10%. © 2019",10.1016/j.jmst.2018.10.021
b93b68a1-3b9f-4084-b9fa-33ea7785e167,Polar coding for physical-layer security without knowledge of the eavesdropper's channel,2019,"We propose an adaptive secrecy scheme using polar codes with random frozen bits for a general wiretap channel, in which to protect the data from a potential eavesdropper, part or all of the frozen bits are randomly generated per message. To assess the secrecy level of the proposed scheme, three types of decoding strategies are evaluated: a matching decoder which knows the positions of all inserted bits inside the blocklength and tries to estimate them using the same decoding techniques, a blind decoder which treats all the frozen bits as the same value, and a random decoder which considers those dynamic bits as random at the receiver. Results are presented in terms of the system security gap, assuming an adaptive decoding strategy. It is shown that the system achieves combined secrecy and reliability. The proposed scheme does not assume knowledge of the eavesdropper's channel when defining the indices of information and frozen bits. © 2019 IEEE.",10.1109/VTCSpring.2019.8746472
eb48a5cd-a881-4cd5-aa2f-42d8bfa33672,"Direct Relative Edge Optimization, A Robust Alternative for Pose Graph Optimization",2019,"Pose graph optimization is a common problem in robotics and associated fields. Most commonly, pose graph optimization is performed by finding the set of pose estimates which are the most likely for a given set of measurements. In some situations, arbitrarily large errors in pose graph initialization are unavoidable and can cause these pose-based methods to diverge or fail especially in cases where global inputs become available after some time after initialization. This letter details the parameterization of the classic pose graph problem in a relative context, optimizing directly over relative edge constraints between vertices in the pose graph and not on the poses themselves. Unlike previous literature on relative optimization, this letter details relative optimization over an entire pose graph, instead of a subset of edges, resulting in greater robustness to arbitrarily large errors than the classic pose-based or prior relative edge-based methods. Several small-scale simulation comparison studies, along with single and multi-agent hardware experiments, are presented. Results point to relative edge optimization as a strong candidate for solving real-world pose graph optimization problems that contain large heading propagation or initialization errors. © 2016 IEEE.",10.1109/LRA.2019.2896478
0607ded6-c6c3-4e2b-b8b4-628d08ee316b,Compressive strength of high-strength concrete masonry grouted prisms,2019,"An experimental program was devised to assess the influence of the compressive strength of the grout on the compressive strength of masonry constructed with high-strength concrete masonry units. Three different compressive strengths of mortar, grout, and concrete masonry units were used. Grouts were made without and with a shrinkage-compensating admixture. The various components were combined to construct several hollow and grouted prisms, which were then tested. The results show that very high-strength blocks were not as efficient as medium-strength blocks and that there was a difference between the compressive strengths of ungrouted and grouted masonry; depending on the combination of the materials used, grouted masonry can be less or more efficient than ungrouted masonry. For one combination of materials, the shrinkage-compensating admixture was shown to be effective in reducing the grout shrinkage, and the grouted prisms constructed with that combination of materials were more efficient than their hollow prisms counterpart. Grouted prisms constructed with grouts without the shrinkage-compensating admixture were, on average, less efficient than hollow prisms. The efficiency of grouted masonry depends on many factors including compatibility of deformation between the masonry components, compaction of the grout, shrinkage characteristics of the grout, block geometry, and bond between grout and block. Further research is needed to determine the influence of these factors and obtain a complete understanding of the behavior and capacity of high strength masonry. © 2019 Elsevier Ltd",10.1016/j.conbuildmat.2019.01.037
bab4e631-fbca-4775-b978-4f0c60197d3a,The polygraph: A data structure for genome alignment and variation detection,2019,"Comparing whole genomes and finding variation is an important and difficult bioinfor-matic task. We present the Polygraph, a data structure for reference-free, multiple whole genome alignment that can be used to identify genomic structural variation. This data structure is built from assembled genomes and preserves the genomic structure from the assembly. It avoids the “hairball” graph structure that can occur in other graph methods such as de Bruijn graphs. The Polygraph can easily be visualized and be used for identification of structural variants. We apply the Polygraph to Escherichia coli and Saccharomyces cerevisiae for finding Structural Variants. Copyright © 2012-2020 easychair.org. All rights reserved.",
a9440291-5360-46c8-a9a7-aeb7ed32afaa,Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,2019,"Purpose: The purpose of this paper is to describe the use of a test artifact proposed by NIST to quantify the dimensional accuracy of a metal additive manufacturing process. Insights from this paper are given concerning both the performance of the machine, a concept laser Mlab cusing machine, and the applicability of the NIST test artifact in characterizing accuracy. Recommendations are given for improving the artifact and standardizing a process for evaluating dimensional accuracy across the additive manufacturing industry. Design/methodology/approach: Three builds of the NIST additive manufacturing test artifact were fabricated in 316 stainless steel on a concept laser Mlab cusing machine. The paper follows the procedure described by NIST for characterizing dimensional accuracy of the additive process. Features including pins, holes and staircase flats of various sizes were measured using an optical measurement system, a touch probe and a profilometer. Findings: This paper describes the accuracy of printed features’ size and position on the test artifact, as well as surface finish on flat and inclined surfaces. Trends in variation of these dimensions are identified, along with possible root causes and remedies. This paper also describes several strengths and weaknesses in the design of the test artifact and the proposed measurement strategy, with recommendations on how to improve and standardize the process. Originality/value: This paper reviews a previously proposed design and process for measuring the capabilities of additive manufacturing processes. It also suggests improvements that can be incorporated into future designs and standardized across the industry. © 2018, Emerald Publishing Limited.",10.1108/RPJ-01-2018-0029
4fa3c92b-5f2d-421b-b827-c4a866a5ebe0,Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,2019,"The objective of this work was to develop an automated air-coupled impact-echo testing device for mapping the occurrence of delamination in a concrete bridge deck from a continuously moving platform with a fast, repeatable excitation mechanism and algorithms for collecting and analyzing the acoustic data. The apparatus developed in this research included an impactor unit, a moving platform, a microphone for air-coupled sensing, a distance measurement instrument, and signal processing modules. Given the absence of an existing universal threshold for differentiating among intact and delaminated areas using the new device, a delamination detection threshold value was determined in a first field demonstration also involving chain dragging and coring of a concrete bridge deck. While the maps of the air-coupled impact-echo data and chain-dragging data exhibit a high degree of similarity and are highly consistent with the results of coring, a quantitative method of comparison also demonstrates the utility of the new device across a broad range of delamination percentages. Specifically, the results indicate that the percentage of the deck area determined to be delaminated using impact-echo testing was within 3 percentage points of that determined to be delaminated using chain dragging for 10 of the 13 deck test sections, which generally exhibited delamination percentages ranging from 7 to 21%. Finally, testing with the new device was more than seven times faster than chain dragging. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s10921-019-0566-9
8859fb4a-35df-416a-a6bf-c824a40bc360,The Effect of Antenna Mutual Coupling on MIMO Radar System Performance,2019,"Multiple-input multiple-output (MIMO) radar systems use orthogonal signaling to enable combined transmit and receive beamforming through signal processing on the received signals. Because of the combined role of transmit and receive arrays in this processing for monostatic MIMO radar, mutual coupling present in these arrays impacts the beamforming in a unique way. This paper presents a mathematical model of a MIMO radar with coupled antennas and appropriate radio frequency circuitry. Application of the model to evaluate radar detection of a single target demonstrates that coupling can result in target detection angles that are in error by as much as 12° and increase beamformer response sidelobe levels by as much as 8 dB. The results also show that a simple matching network can improve detection performance, particularly when array mutual coupling is high. © 1963-2012 IEEE.",10.1109/TAP.2018.2888702
28bd15bf-3fcc-4812-bd4b-13ee09c986a3,Turning depths: Evanescent to propagating wave kinetic energy density,2019,"Tidal flow over oceanic topography generates internal waves when the natural frequency N of the water is greater than the tidal frequency ω. When N<ω, evanescent waves are generated. Although the amplitude and kinetic energy of evanescent waves decay rapidly, if the wave reaches a turning depth, where N=ω, and moves into a region where N>ω, the evanescent wave becomes an internal wave. This work expands upon previous research of varying stratifications by investigating the kinetic energy density in internal waves generated by evanescent waves passing through a turning depth. An analytical model is presented and compared to synthetic schlieren experiments of two Gaussian-shaped topographies. The model and experiments both indicate that the kinetic energy density of internal waves increases with decreasing topographic slope, when the distance between the topography and the turning depth decreases and when the average Froude number in the evanescent region is close to one. The model is used to estimate the normalized kinetic energy density of internal waves generated from an oceanic feature located within an evanescent region. © 2019 American Physical Society.",10.1103/PhysRevFluids.4.034803
b7965c4a-c9e1-4cb5-8046-588fa9dee9a4,Microstructural evaluation of hydrogen embrittlement and successive recovery in advanced high strength steel,2019,"Advanced high strength steels (AHSS) have high susceptibility to hydrogen embrittlement, and are often exposed to hydrogen environments in processing. In order to study the embrittlement and recovery of steel, tensile tests were conducted on two different types of AHSS over time after hydrogen charging. Concentration measurements and hydrogen microprinting were carried out at the same time steps to visualize the hydrogen behavior during recovery. The diffusible hydrogen concentration was found to decay exponentially, and empirical relations were found for both types of steel. Hydrogen concentration decay rates were determined to be -0.355 /hr in TBF-980, and -0.225 /hr in DP-980. Hydrogen concentration thresholds for embrittlement were found to be 1.04 mL/100 g for TBF, and 0.87 mL/100 g for DP steel. TBF steel is predicted to recover from embrittlement within 4.2 h, compared to 7.2 h in DP steel. A two-factor method of evaluating recovery from embrittlement, requiring hydrogen concentration threshold and decay rate, is explained for use in predicting recovery after exposure to hydrogen. Anisotropic hydrogen diffusion rates were also observed on the surface of both steels for a short time after charging, as hydrogen left the surface through <001> and <101> grains faster than grains with <111> orientations. This could be explained by differences in surface energies between the different orientations. © 2018 Elsevier B.V.",10.1016/j.jmatprotec.2018.09.039
82806955-136c-4d66-ab37-5ff7cc8c5f91,Over-Design Versus Redesign as a Response to Future Requirements,2019,"Though little research has been done in the field of over-design as a product development strategy, an over-design approach can help products avoid the issue of premature obsolescence. This paper compares over-design to redesign as approaches to address the emergence of future requirements. Net present value (NPV) analyses of several real world applications are examined from the perspective of manufacturers (i.e., defense contractors, automobile, pharmaceutical, and microprocessor manufactures) and customers (i.e., purchases of vehicles, televisions, cell phones, washing machines, and buildings). This analysis is used to determine the conditions under which an over-design approach provides a greater benefit than a redesign approach. Over-design is found to have a higher NPV than redesign when future requirements occur soon after the initial release, discount rates are low, initial research, and development cost or price is high, and when the incremental costs of the future requirements are low. © 2019 by ASME.",10.1115/1.4042335
260856a7-e6ca-49f9-a90f-fc6d9fab9c40,Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation,2019,"Origami tessellations have been proposed as a mechanism for control of radiative heat transfer through the use of the cavity effect. This work explores the impact of a changing projected surface area and varying apparent radiative properties on the net radiative heat transfer of an accordion fold comprised of V-grooves. The net radiative heat transfer of an accordion tessellation is obtained by a thermal energy balance at the cavity openings with radiative properties of the cavities given as a function of various cavity parameters. Results of the analytical model are experimentally confirmed. An accordion tessellation, constructed of stainless-steel shim stock, is positioned to achieve a specified fold angle and placed in a vacuum environment while heated by Joule heating. A thermal camera records the apparent temperature of the cavity openings for various fold angles. Results are compared to apparent temperatures predicted with the analytical model. Analytically and experimentally obtained temperatures agree within 5% and all measurements fall within experimental uncertainty. For diffusely irradiated surfaces, the decrease in projected surface area dominates, causing a continuous decrease in net radiative heat transfer for a collapsing accordion fold. Highly reflective specular surfaces exposed to diffuse irradiation experience large turn-down ratios (7.5× reduction in heat transfer) in the small angle ranges. Specular surfaces exposed to collimated irradiation achieve a turn down ratio of 3.35 between V-groove angles of 120 deg and 150 deg. The approach outlined here may be extended to modeling the net radiative heat transfer for other origami tessellations. © 2019 by ASME.",10.1115/1.4042442
5db500d1-bbe6-4928-b336-374bcde7a406,Biocompatible and sustainable power supply for self-powered wearable and implantable electronics using III-nitride thin-film-based flexible piezoelectric generator,2019,"Energy harvesters that scavenge biomechanical energy are promising power supply candidates for wearable and implantable electronics. Of the most widely used energy harvesters, piezoelectric generators can generate more electric charge than their triboelectric counterparts with similar device size, thus are more suitable to make compact wearable devices. However, most high-power piezoelectric generators are made from lead zirconate titanate, making them undesirable for wearable applications due to the toxic lead element. In this study, a flexible piezoelectric generator (F-PEG) is fabricated with chemically stable and biocompatible Group-III-nitride (III-N) thin film by a layer-transfer method. The III-N thin-film F-PEG can generate an open-circuit voltage of 50 V, a short-circuit current of 15 µA, and a maximum power of 167 µW at a load resistance of 5 MΩ. Applications of the III-N thin-film F-PEG are demonstrated by directly powering electronics such as light-emitting diodes and electric watches, and by charging commercial capacitors and batteries to operate an optical pulse sensor. Furthermore, the III-N thin-film F-PEG shows good durability and a stable output after being subjected to severe buckling tests of over 30,000 cycles. © 2019 Elsevier Ltd",10.1016/j.nanoen.2018.12.080
294e54fe-1698-4eb2-814b-acc5d7286f9c,Nonlinear resonant ultrasound spectroscopy of stress corrosion cracking in stainless steel rods,2019,"Stainless steel containers are susceptible to stress corrosion cracking (SCC) under certain stress and corrosion conditions. Nonlinear ultrasonic techniques are very sensitive to the early presence of damage, more so than linear techniques. Nonlinear Resonant Ultrasound Spectroscopy (NRUS) is used here to measure a nonlinear shift in the resonance frequency due to a cumulative amount of SCC. Steel rods are immersed in a heated magnesium chloride solution and removed after different exposure times. NRUS measurements are conducted using the fundamental longitudinal mode of vibration. Rods exposed longer generally have a larger resonance frequency shift and are therefore more nonlinear. Thus NRUS might offer a means of detecting a cumulative SCC damage in a sample. © 2018 Elsevier Ltd",10.1016/j.ndteint.2018.12.007
2f9d7468-fd27-4a66-9969-cde88fb39d36,Impact of soft errors on large-scale FPGA cloud computing,2019,"FPGAs are being used in large numbers within cloud computing to provide high-performance, low-power alternatives to more traditional computing structures. While FPGAs provide a number of important benefits to cloud computing environments, they are susceptible to radiation-induced soft errors, which can lead to silent data corruption or system instability. Although soft errors within a single FPGA occur infrequently, soft errors in large-scale FPGAs systems can occur at a relatively high rate. This paper investigates the failure rate of several FPGA applications running within an FPGA cloud computing node by performing fault injection experiments to determine the susceptibility of these applications to soft-errors. The results from these experiments suggest that silent data corruption will occur every few hours within a 100,000 node FPGA system and that such a system can only maintain high-levels of reliability for short periods of operation. These results suggest that soft-error detection and mitigation techniques may be needed in large-scale FPGA systems. © 2019 Association for Computing Machinery.",10.1145/3289602.3293911
a58e6c1d-4f50-43d3-8c01-77bc0bcfc485,On-chip FPGA debug instrumentation for machine learning applications,2019,"FPGAs provide a promising implementation option for many machine learning applications. Although simulations or software models can be used to explore the design space of these applications, often the final behaviour can not be evaluated until the design is mapped to the FPGA and integrated into the target system. This may be because long run-times are required, or because the environment can not be adequately described using a software model. Once unexpected behaviour is observed, on-chip debug is notoriously difficult; typically a design is instrumented with on-chip trace buffers that record the run-time behaviour for later interrogation. In this paper, we describe instrumentation that can accelerate the process of debugging machine learning applications implemented on an FPGA. Unlike previous work, our instrumentation is optimized to take advantage of characteristics of this application domain. Our instruments gather useful domain-specific information about the observed variables instead of recording the raw values of those elements. Results show that the proposed instruments provide at least 17.8x longer visibility in the most conservative of our experiments at a low area and latency cost. © 2019 Association for Computing Machinery.",10.1145/3289602.3293922
d514b9d1-ea1f-442d-a0ae-35d50a84c66a,Measuring the transverse Young's modulus of maize rind and pith tissues,2019,"Wind-induced bending loads frequently cause failure of maize (corn) stalks. When failure occurs, it usually manifests as transverse buckling. Because this failure mode is closely related to transverse tissue stiffness, the purpose of this study was to develop a method for measuring the transverse Young's modulus of maize stalk rind and pith tissues. Short, disc-shaped stalk segments were used for this purpose. X-ray computed tomography was used to obtain the geometry of each specimen prior to testing. Each specimen was tested in two different configurations. Computed tomography data was used to create a specimen-specific finite element model of each test specimen. Data from the first testing configuration was used in conjunction with the finite element model to determine the Young's Modulus values for each specimen. The specimen-specific finite element models provided estimates of the stress states in the stem under transverse loading, and these stress states accurately predicted the location of failure in transverse test specimens. The entire testing method was validated using data from one test configuration to predict the structural response of each specimen during the second test configuration. © 2018",10.1016/j.jbiomech.2018.12.028
407334ae-3896-44a0-bea3-3e917acabb53,Configuration estimation for accurate position control of large-scale soft robots,2019,"There is a significant trend in robotics of exploring passively compliant and low inertia systems that can safely make contact with the environment. This paper defines many of the problems associated with developing effective control of soft, pneumatically actuated, inflatable robots, and proposes an approach to solving a subset of these problems. We show that we can obtain a global measurement of orientation for a given soft-robot link using two different types of sensors (not including motion capture). Given the orientation measurement, it is possible to estimate relative configurations of the soft actuators and joints. In order to validate the ability to control position and orientation at the end effector, we show a new method for calibrating the coordinate frames of two unrelated measurement systems. Then, using one of our configuration estimation methods, we demonstrate its viability by performing simple behaviors with a large-scale (approximately 1.5 m long) soft-robot platform attached to the K-Rex rover at NASA Ames in an outdoor environment. Our results also show the importance of soft-robot kinematic calibration and the sensitivity of a soft robot to simple perturbations in the structure like deflation and reinflation. Finally, we show that end effector error can be significantly reduced by doing a form of servoing. In summary, our approach and demonstrations show effective soft-robot configuration estimation and control for large-scale soft robots capable of performing manipulation tasks. © 1996-2012 IEEE.",10.1109/TMECH.2018.2878228
55c5e3a2-cd61-4eff-8e9d-a062df018c3c,Influence of micro-structured superhydrophobic surfaces on nucleation and natural convection in a heated pool,2019,"This work experimentally explores sub-boiling pool nucleation on micro-structured superhydrophobic surfaces. All surfaces tested were submerged in a 20 mm deep pool of water and heated from below to maintain a constant surface temperature, while the side walls of the pool were insulated, and the top was covered. Three thermocouples positioned in the pool obtain the average pool temperature. A heat flux sensor is placed directly beneath the surface to measure the heat flux supplied to the pool. Free convection heat transfer coefficients are obtained for the sub-boiling temperature range of 40–90 °C. Six surface types are studied: smooth hydrophilic, smooth hydrophobic, superhydrophobic with rib/cavity structures, superhydrophobic with rib/cavity structures and additional sparsely spaced ribs to close off the cavities, circular posts, and circular holes. It is found that structured superhydrophobic surfaces provide cavities for nucleation to occur. More dissolved air effervesces from the water as the surface temperature increases due to an increased level of supersaturation and convection. The nucleation leads to large air bubble formations that reduce the overall convection coefficient when compared to the smooth surfaces. For the rib/cavity structured surfaces, the bubbles form in an anisotropic manner and are aligned with the surface structure. More bubbles are observed on the superhydrophobic surfaces where the cavities are bounded. Since water's ability to dissolve air is dependent on temperature, heat and mass transfer cannot be treated independently on any of the superhydrophobic surfaces studied here. © 2018 Elsevier Ltd",10.1016/j.ijheatmasstransfer.2018.10.030
c81f2ee6-4678-4a35-9d61-a62fdde17849,Target control and source estimation metrics for dynamical networks,2019,"This note examines metrics for target control and source estimation in dynamical networks. Specifically, the energy required to control a target node in a network from a remote input, and dually the fidelity with which a source state can be estimated from a noisy remote measurement, are studied. For both problems, spectral and graph-theoretic analyses are undertaken, and a comparison between the two metrics is also developed. The analyses highlight an essential asymmetry between target control and source estimation. © 2018 Elsevier Ltd",10.1016/j.automatica.2018.11.054
0f5737d4-9e6e-4b89-9b3e-6e8d61f2582a,Surveying the Landscape: Statewide Data on K-12 CS Education Implementation,2019,"In the past decade, there have been increasing efforts and initiatives to increase participation in computer science worldwide. In the U.S., these efforts have resulted in national curricula and increased local expectations. The research on actual implementation often reports on efforts of single schools or districts. This paper provides a high-level description of the practices and challenges of teaching CS in K-12 across an entire state. To better understand how these efforts might increase CS education for all, we surveyed every public school in the state of Utah and analyzed enrollment data for all 19 Utah CS courses. The survey consisted of closed and open-ended questions about each school's current CS practices and personnel. Schools from 39 of 42 public school districts responded (including charter schools) representing 46.3% of the state's high schools, 39.3% of middle/junior high schools, and 28% of elementary schools. Course data indicated that enrollment in CS courses increased considerably in the past five years after the introduction of newer, more fundamental courses. Despite the general enrollment increase, there has been a markedly smaller increase in student enrollment in more advanced CS courses. In this paper, we discuss these and other surprising results, as well as challenges that educators reported in promoting and teaching CS. © 2019 IEEE.",10.1109/RESPECT46404.2019.8985707
5868e43e-509c-45f0-89b7-ba83765294a5,Dynamics of a capsule flowing in a tube under pulsatile flow,2019,"We analyze numerically the behavior of a deformable micro-capsule confined in a pipe under a pulsatile flow. The capsule moves and is deformed by the action of a pulsatile flow inside the tube with a non-null mean velocity. This configuration can be found in the nature and in many bioengineering systems where artificial capsules are driven by micro-pumps through micro-channels. The capsule is considered as a thin hyperelastic membrane, which encloses an internal fluid. As it has been demonstrated in the literature, this model represents a wide range of artificial capsules, for example, the alginate-based capsules, typically used in bioengineering applications. A hybrid isogeometric finite element method and boundary element method based on a T-spline discretization and formulated in the time domain is used to solve the mechanical and hydrodynamical equations. The influence of the relative rigidity of the membrane, frequency and amplitude of the pulsatile flow is studied. Results show that the behavior of the capsule differs from steady flows and it depends strongly on the frequency of the flow and mechanical characteristic of the capsule. © 2018 Elsevier Ltd",10.1016/j.jmbbm.2018.10.025
408b9f07-025c-4348-a4ad-6aa59e5f2290,Failure time distributions for complex equipment,2019,"The exponential distribution is inadequate as a failure time model for most components; however, under certain conditions (in particular, that component failure rates are small and mutually independent, and failed components are immediately replaced or perfectly repaired), it is applicable to complex repairable systems with large numbers of components in series, regardless of component distributions, as shown by Drenick in 1960. This result implies that system behavior may become simpler as more components are added. We review necessary conditions for the result and present some simulation studies to assess how well it holds in systems with finite numbers of components. We also note that Drenick's result is analogous to similar results in other systems disciplines, again resulting in simpler behavior as the number of entities in the system increases. © 2018 John Wiley & Sons, Ltd.",10.1002/qre.2387
178c8c2a-c051-4a95-beb6-d262637772e4,An intuitive way to understand mutual coupling effects in antenna arrays using the poynting streamline method,2019,"The flow of energy around array antenna in receiving mode can be modeled by generating streamlines of the Poynting vector field. From the streamlines that terminate on the array element loads, a geometrical shape can be assigned to the effective area of the array. These concepts provide an intuitive tool for understanding mutual coupling effects in antenna arrays. The decrease in directivity associated with mutual coupling effects, the so-called element-gain paradox, can be explained by the overlap of the element effective area shapes. The critical element spacing for the element-gain paradox effect can be predicted from the effective area shape for a single isolated array element. Antenna design for minimizing mutual coupling, which is of interest in multiple input multiple output communications systems, magnetic resonance imaging arrays, astronomical arrays, and other applications, can be guided by analysing the effective area shape for a single isolated array element. © 1963-2012 IEEE.",10.1109/TAP.2018.2880049
d1bac25c-81d6-4e15-8f24-0f34ff553bd6,A 9-Bit 10-MHz 28-μW SAR ADC Using Tapered Bit Periods and a Partially Interdigitated DAC,2019,"A successive-approximation-register (SAR) analogto- digital converter (ADC) incorporates ""tapered bit periods"" to reduce power consumption by minimizing the digital-to-analog converter (DAC) timing overhead. Utilizing a variable delay line and the standard SAR logic, the proposed technique reduces power by downsizing the DAC drivers and digital logic without decreasing the sampling rate. A detailed analysis derives, for the first time, a closed-form solution of the capacitive DAC settling time accounting for parasitics, and determines the time savings of the proposed design. In addition, this brief proposes a ""partially interdigitated"" DAC layout to reduce the bottom-plate parasitic capacitance to minimize the DAC power. A 9-bit prototype fabricated in 180-nm technology achieves a signal-to-noise-distortion ratio (SNDR) of 55.5 dB at a 10-MHz sampling rate while consuming 28 μW, yielding a figure-of-merit of 5.7 fJ/conversionstep, the lowest among published ADCs at similar speeds and resolutions. © 2004-2012 IEEE.",10.1109/TCSII.2018.2845883
e2cb0bb3-63ac-48a4-b984-0d761dab34d7,Reduced-order modeling through machine learning and graph-theoretic approaches for brittle fracture applications,2019,"Typically, thousands of computationally expensive micro-scale simulations of brittle crack propagation are needed to upscale lower length scale phenomena to the macro-continuum scale. Running such a large number of crack propagation simulations presents a significant computational challenge, making reduced-order models (ROMs) attractive for this task. The ultimate goal of this research is to develop ROMs that have sufficient accuracy and low computational cost so that these upscaling simulations can be readily performed. However, constructing ROMs for these complex simulations presents its own challenge. Here, we present and compare four different approaches for reduced-order modeling of brittle crack propagation in geomaterials. These methods rely on machine learning (ML) and graph-theoretic algorithms to approximate key aspects of the brittle crack problem. These methods also incorporate different physics-based assumptions in order to reduce the training requirements while maintaining accurate physics as much as possible. Results from the ROMs are directly compared against a high-fidelity model of brittle crack propagation. Further, the strengths and weaknesses of the ROMs are discussed, and we conclude that combining smart physics-informed feature engineering with highly trainable ML models provides the best performance. The ROMs considered here have computational costs that are orders-of-magnitude less than the cost associated with high-fidelity physical models while maintaining good accuracy. © 2018",10.1016/j.commatsci.2018.10.036
b242875e-5ca8-40a2-aa64-264a2bd16ae4,Necessary and Sufficient Conditions on State Transformations That Preserve the Causal Structure of LTI Dynamical Networks,2019,"Linear time-invariant (LTI) dynamic networks are described by their dynamical structure function, and generally they have many possible state space realizations. This work characterizes the necessary and sufficient conditions on a state transformation that preserves the dynamical structure function, thereby generating the entire set of realizations of a given order for a specific dynamic network. © 2018 IEEE.",10.1109/CDC.2018.8619454
1f1938fa-fe52-49df-b769-2975b140a2f2,"Dynamic Networks: Representations, Abstractions, and Well-Posedness",2019,"This paper introduces notions of abstraction and realization for dynamic networks. These processes generate dynamically equivalent representations of a system, but with varying degrees of structural detail. Nuanced definitions and associated conditions for maintaining well-posedness for these multi-resolution representations of a dynamic system are then detailed, ensuring that hierarchies of network representations are sensible as multi-resolution models of dynamic networks. Although the ideas are developed precisely here for LTI networks, many of the concepts remain fundamental in the nonlinear setting. © 2018 IEEE.",10.1109/CDC.2018.8619098
